index,image_path,label,continuous_numeric_label,positive_anchor,neg_anchor
10,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00035.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00027.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Helmet/00014.jpg
11,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00002.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00005.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Spoon/00001.jpg
12,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00005.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00045.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Speaker/00016.jpg
13,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00041.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00046.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Bike/00068.jpg
14,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00029.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00043.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Exit_Sign/00003.jpg
15,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00013.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00034.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Monitor/00008.jpg
16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00015.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00009.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00064.jpg
17,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00019.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00045.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Ruler/00010.jpg
18,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00021.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00047.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Radio/00013.jpg
19,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00009.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00022.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Couch/00001.jpg
20,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00034.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00043.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Radio/00003.jpg
21,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00028.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00030.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Bed/00029.jpg
22,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00037.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00001.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Printer/00012.jpg
23,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00003.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00004.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Computer/00021.jpg
24,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00040.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00005.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Keyboard/00005.jpg
25,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00001.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00026.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Soda/00001.jpg
26,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00007.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00012.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Trash_Can/00007.jpg
27,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00027.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00040.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Push_Pin/00019.jpg
28,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00012.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00014.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Scissors/00014.jpg
29,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00023.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00007.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Knives/00050.jpg
30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00006.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00040.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/ToothBrush/00032.jpg
31,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00045.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00005.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Marker/00018.jpg
32,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00038.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00031.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Keyboard/00005.jpg
33,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00036.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00044.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Kettle/00038.jpg
34,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00032.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00004.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Hammer/00016.jpg
35,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00031.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00040.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mouse/00014.jpg
36,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00024.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00042.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Telephone/00040.jpg
37,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00022.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00021.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Hammer/00022.jpg
38,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00004.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00016.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Paper_Clip/00018.jpg
39,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00046.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00018.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Pan/00018.jpg
40,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00047.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00002.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Kettle/00029.jpg
41,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00010.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00032.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Drill/00008.jpg
42,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00049.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00014.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Webcam/00007.jpg
43,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00011.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00017.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Flowers/00012.jpg
44,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00043.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00020.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Drill/00013.jpg
45,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00042.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00028.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Shelf/00041.jpg
46,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00018.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00034.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Pan/00001.jpg
47,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00020.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00038.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Drill/00011.jpg
48,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00008.jpg,Mug,30,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00016.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Printer/00005.jpg
49,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00014.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00036.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Kettle/00034.jpg
50,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00059.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00055.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Screwdriver/00010.jpg
51,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00026.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00008.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Folder/00010.jpg
52,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00039.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00011.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mop/00004.jpg
53,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00048.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00045.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Screwdriver/00020.jpg
54,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00016.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00044.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Chair/00031.jpg
55,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00052.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00065.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Flowers/00036.jpg
56,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00033.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00021.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/File_Cabinet/00007.jpg
57,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00017.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00015.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Flipflops/00034.jpg
58,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00025.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00018.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mug/00025.jpg
59,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00062.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00033.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Sneakers/00017.jpg
60,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00030.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00010.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Folder/00011.jpg
61,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00044.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00055.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Spoon/00009.jpg
62,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00035.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00030.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Soda/00038.jpg
63,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00002.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00054.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/File_Cabinet/00019.jpg
64,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00061.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00026.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Backpack/00031.jpg
65,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00063.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00017.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Spoon/00001.jpg
66,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00005.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00012.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Backpack/00015.jpg
67,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00041.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00009.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Marker/00003.jpg
68,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00029.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00069.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Monitor/00042.jpg
69,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00067.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00057.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Hammer/00015.jpg
70,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00013.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00023.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Curtains/00017.jpg
71,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00072.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00012.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Postit_Notes/00005.jpg
72,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00015.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00037.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Marker/00007.jpg
73,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00019.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00043.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Exit_Sign/00020.jpg
74,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00021.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00013.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Bed/00004.jpg
75,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00070.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00027.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Screwdriver/00008.jpg
76,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00009.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00039.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Mouse/00013.jpg
77,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00034.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00046.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/File_Cabinet/00001.jpg
78,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00028.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00060.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Eraser/00009.jpg
79,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00069.jpg,Alarm_Clock,16,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Alarm_Clock/00018.jpg,/janaki/backup/users/student/pg/pg23/vaibhav.rathore/datasets/Office_Home/Art/Candles/00037.jpg
